CID;TABCD;LCD;CLASS;TCD;STCD;ROADNUMBER;ROADNAME;FIRSTNAME;SECONDNAME;AREA_REF;AREA_NAME
11;25;5149;L;5;0;;Vrchlického;Generála Svobody;Neklanova;31657;Liberec
11;25;51597;L;7;0;;;I/11 Jablunkov;Oldøichovice;34652;Tøinec
11;25;36125;L;1;4;III/26229;;Folknáøe;Ludvíkovice;130;Dìèín
11;25;9109;L;1;3;II/167;;Kvilda;Horní Vltavice;117;Prachatice
11;25;46845;L;1;4;III/21313;;Františkovy Láznì;Skalná;127;Cheb
11;25;44472;L;7;0;;;D7 Praha;Knìeves;29786;Tuchomìøice
11;25;44018;L;7;0;;;II/203 Heømanova Hu;D5 Plzeò;31255;Pøehıšov
11;25;49254;L;1;4;III/36072;;Vacenovice;Rokytnice nad Rokytnou;153;Tøebíè
11;25;49434;L;1;4;III/3744;;Letovice;Benešov;155;Blansko
11;25;23705;L;5;0;;Charvatská;Dobrovského;Slovanské nám.;248;Brno-Královo Pole
11;25;49581;L;1;4;III/3116;;Letohrad;Mladkov;149;Ústí nad Orlicí
11;25;39735;L;5;0;;Na Moráni;Spoøice;Praská;31568;Chomutov
11;25;21085;L;1;4;III/33313;;Královice;Újezd nad Lesy;10;Èesko
11;25;9586;L;1;4;III/36620;;Konice;Jaromìøice;10;Èesko
11;25;50087;L;1;4;III/05715;;Hùrka;Šenov;174;Novı Jièín
11;25;26728;L;5;0;;Sjízdná;Mongolská;Tesco;31014;Ostrava
11;25;43517;L;7;0;;;I/55 Hulín-západ;D1 Brno;33795;Hulín
11;25;44614;L;7;0;;;Radonice;D10 Praha;29692;Radonice
11;25;36772;L;1;4;III/00430;;Strakonice;Hajská;30671;Strakonice
11;25;51937;L;7;0;;;Ïáblice;Hloubìtín;182;Praha-Ïáblice
11;25;25312;L;1;3;II/606;;Kynšperk nad Ohøí (D6);Sokolov;129;Sokolov
11;25;26589;L;5;0;;Elišky Peškové;Preslova;Újezd;206;Praha 5
11;25;9994;L;5;0;;Ke Smíchovu;Praskı okruh;Hluboèepy;31010;Hl. m. Praha
11;25;42956;L;5;0;;Fojtíkova;Mìstskı høbitov;V Jamce;29967;Rakovník
11;25;54627;L;5;0;;Na Sádkách;Švábùv Hrádek;Na Dlouhé louce;30084;Èeské Budìjovice
11;25;41160;L;5;0;;Primase Hrùzy;Strachovská;Vlásenická;30355;Pelhøimov
11;25;49783;L;1;4;III/31518;;Hynèina;Tatenice;10;Èesko
11;25;35252;L;1;4;III/49020;;Bøezùvky;elechovice nad Døevnicí;170;Zlín
11;25;52286;L;5;0;;V Zimném dole;Klášterní;K Holotovci;34675;Orlová
11;25;47679;L;1;4;III/29015;;Hejnice;Hajništì;139;Liberec
11;25;50898;L;7;0;;;I/35 Liberec;Václavice;31676;Hrádek nad Nisou
11;25;9168;L;1;3;II/228;;Jesenice;Rakovník;112;Rakovník
11;25;522;L;5;0;;Jiráskùv most;Smíchov;Resslova;31010;Hl. m. Praha
11;25;9526;L;5;0;;Most E. Beneše;Pøedmostí;Národního odboje;31012;Ústí nad Labem
11;25;47379;L;1;4;III/10159;;Brandıs nad Labem;Záryby;109;Praha-vıchod
11;25;50226;L;1;4;III/04816;;Novı Jièín;Starojická Lhota;34746;Starı Jièín
11;25;53254;L;5;0;;Nemocnièní;Petra Bezruèe;Strakonická;31559;Varnsdorf
11;25;45175;L;7;0;;;D48 Brno;I/47 Bìlotín-jih;28659;Bìlotín
11;25;39818;L;5;0;;Sovova;Na Valech;Palachova;31723;Litomìøice
11;25;38080;L;5;0;;Dánská;Anglická;Unhošská;29045;Kladno
11;25;574;L;5;0;;Olomoucká;Hladíkova;Hviezdoslavova;33294;Brno
11;25;20120;L;5;0;;Prokopa Holého;Libušina;Roháèe z Dubé;28507;Olomouc
11;25;9058;L;5;0;;Køíová;Zlíchov;Smíchov;206;Praha 5
11;25;9091;L;1;3;II/603;;Èeské Budìjovice;Sobìslav;82;Jihoèeskı kraj
11;25;53402;L;5;0;;Pekaøova;Bezruèova;Hruborohozecká;32876;Turnov
11;25;21034;L;1;4;III/2587;;Mrsklesy;Lovosice;132;Litomìøice
11;25;363;L;1;2;I/44;;Mohelnice;Prudnik (PL);91;Olomouckı kraj
11;25;35278;L;5;0;;U podjezdu;Pasteurova;Pavlovická;28507;Olomouc
11;25;21140;L;5;0;;Ke kolodìjskému zámku;Dubeè;K Dubèi;31010;Hl. m. Praha
11;25;9325;L;1;3;II/398;;Geras (A);Vémyslice;161;Znojmo
11;25;15064;L;1;4;III/41612;;Velké Nìmèice;Moutnice;90;Jihomoravskı kraj
11;25;45775;L;5;0;;Bardìjovská;nemocnice;Sluneèní;31409;Èeská Lípa
11;25;44322;L;7;0;;;II/237 Nové Strašecí;D6 Praha;30018;Nové Strašecí
11;25;42129;L;5;0;;Západní;Foerstrova;Kosíøská;33852;Prostìjov
11;25;38730;L;5;0;;Jánská;Slámova;Zlatá stezka;30602;Prachatice
11;25;54023;L;5;0;;Ludvíka Vojtìcha;Hybešova;Gagarinova;33182;Boskovice
11;25;1072;L;5;0;;Slezská;nám. Míru;Flora;31010;Hl. m. Praha
11;25;51086;L;7;0;;;Smíchov;Praskı okruh;209;Praha 13
11;25;54778;L;1;3;II/268;pùvodní tah;Mimoò;Novı Bor;31497;Zákupy
11;25;39010;L;5;0;;Václava Soumara;Lidl;Náchodská;30760;Tábor
11;25;26781;L;5;0;;Servisní;Tøebovická;Sjízdná;31014;Ostrava
11;25;15153;L;1;4;III/19354;;Mezholezy;Staré Sedlo;83;Plzeòskı kraj
11;25;38673;L;5;0;;Tyršova;Lázeòská;Tylova;30519;Písek
11;25;1021;L;5;0;;Francouzská;nám. Míru;Ruská;31010;Hl. m. Praha
11;25;9638;L;1;4;III/29020;;Rùodol I;Rudolfov;31657;Liberec
11;25;50453;L;1;4;III/4225;;Jeov;Tìmice;159;Hodonín
11;25;43317;L;7;0;;;D1 Praha;I/38 Jihlava;33640;Jihlava
11;25;44856;L;7;0;;;D11 Praha;I/11 Hradec Králové;32194;Hradec Králové
11;25;51505;L;7;0;;;Vıškovice;I/11 Opava;31014;Ostrava
11;25;36260;L;1;4;III/3581;;Chrudim;Slatiòany;146;Chrudim
11;25;25323;L;5;0;;Nejdecká;Poèernická;Sokolovská;31027;Karlovy Vary
11;25;50694;L;7;0;;;I/13 Karlovy Vary;Ostrov;31054;Ostrov
11;25;51815;L;7;0;;;Královo Pole/Medlánky;II/640 Brno-centrum;248;Brno-Královo Pole
11;25;35523;L;5;0;;Rumunská;Palachova;Moskevská;31657;Liberec
11;25;9297;L;1;3;II/361;;Znojmo;Jaromìøice nad Rokytnou;55;Jihovıchod
11;25;49901;L;1;4;III/44421;;Mladìjovice;Komárov;163;Olomouc
11;25;42227;L;5;0;;Pøerovská;Jiní ètvr;Újezdec;28648;Pøerov
11;25;54504;L;5;0;;Zahradní;Èeplova;Sadová;29237;Èáslav
11;25;52171;L;1;4;III/4745;;Havíøov-Tìšínská;Havíøov-Dìlnická;31032;Havíøov
11;25;9969;L;5;0;;U Nového rybníka;Bøeznická;Topolová;29798;Pøíbram
11;25;9845;L;5;0;;Pøístavištì;Malá Hradební;Pøístavní;31012;Ústí nad Labem
11;25;35394;L;5;0;;Lípová;Rantíøovská;S. K. Neumanna;33640;Jihlava
11;25;43185;L;7;0;;;Na jelenách;Brnìnská;220;Praha 11
11;25;21198;L;1;3;II/604;;Nová Hospoda;Mirotice;116;Písek
11;25;50692;L;7;0;;;Ostrov;I/13 Karlovy Vary;31054;Ostrov
11;25;51753;L;7;0;;;I/42 Svitavy;Husovice;249;Brno-sever
11;25;49263;L;1;4;III/11271;;Krasonice;Nová Øíše;151;Jihlava
11;25;43911;L;7;0;;;Dobøíš-sever;D4 Praha;29883;Mokrovraty
11;25;44280;L;7;0;;;D6 Cheb;II/209 Nové Sedlo;31340;Nové Sedlo
11;25;44682;L;7;0;;;Mladá Boleslav;D10 Turnov;29378;Mladá Boleslav
11;25;54804;L;5;0;;Klatovská;Dobøany;Plzeò;31011;Plzeò
11;25;51911;L;7;0;;;Praha-centrum;Prosek;194;Praha 9
11;25;45145;L;7;0;;;D46 Brno;II/433 Prostìjov-jih;33852;Prostìjov
11;25;28368;L;1;1;D11;pøivadìè Jaromìø-sever;Jaromìø;dálnice;30357;Hoøenice
11;25;9646;L;1;4;III/18050;;Mìsto Touškov;Plzeò;83;Plzeòskı kraj
11;25;43749;L;7;0;;;D3 Èeské Budìjovice;Roudné;30155;Roudné
11;25;52128;L;5;0;;Na Nábøeí;17. listopadu;U Stromovky;31032;Havíøov
11;25;52237;L;5;0;;Školní;Petøvaldská;Nová;31032;Havíøov
11;25;15036;L;5;0;;Letòanská;Èakovická;Prosecká;194;Praha 9
11;25;41988;L;5;0;;Dlouhá;Vìtrná;Ke Sklepu;34221;Znojmo
11;25;344;L;1;2;I/25;;Ostrov;Oberwiesenthal (D);128;Karlovy Vary
11;25;9338;L;1;3;II/411;;Uherèice;Moravské Budìjovice;55;Jihovıchod
11;25;15042;L;1;4;III/4231;;Bøeclav;Moravskı ikov;158;Bøeclav
11;25;21019;L;1;4;III/24512;;Tuklaty;Èerníky;81;Støedoèeskı kraj
11;25;15244;L;1;4;III/10127;;Krahulov;Rudná;110;Praha-západ
11;25;39667;L;5;0;;Václavská;Luická;Cihláøská;31568;Chomutov
11;25;42672;L;5;0;;Lešetínská;Ostravská;Poárnická;34662;Karviná
11;25;25398;L;1;4;III/4572;;Uhelná;Bílı Potok;162;Jeseník
11;25;53543;L;5;0;;Tovární;Smetanova;Dukelskıch hrdinù;31321;Chodov
11;25;50034;L;1;4;III/46819;;Dolní Benešov;Píš;175;Opava
11;25;54507;L;5;0;;Sadová;Zahradní;itenická;29237;Èáslav
11;25;21193;L;1;3;II/648;;Frıdek-Místek;Èeskı Tìšín;93;Moravskoslezskı kraj
11;25;51591;L;7;0;;;I/11 Èeskı Tìšín;I/68 Frıdek-Místek;34652;Tøinec
11;25;45729;L;7;0;;;exit Staré Mìsto-jih;I/50 Uherské Hradištì II;30668;Staré Mìsto
11;25;43597;L;7;0;;;D1 Brno;II/464 Butovice;30326;Bílov
11;25;42377;L;5;0;;Pod Holubím vrchem;Ztracená;Šumperská;166;Šumperk
11;25;15349;L;1;4;III/1016;;Velké Popovice;Stranèice;109;Praha-vıchod
11;25;54553;L;5;0;;Trstìnická;Benátky;Moravská;32935;Litomyšl
11;25;9501;L;1;3;II/414;;Pravice;Mikulov;90;Jihomoravskı kraj
11;25;50994;L;7;0;;;I/65 Jablonec nad Nisou;I/35 Liberec;28888;Jeømanice
11;25;24700;L;5;0;;Wanklova;Rudišova;Barvièova;255;Brno-støed
11;25;38119;L;5;0;;Slánská;Høbitovní;Na kopci;29045;Kladno
11;25;53735;L;5;0;;B. Nìmcové;Mariánské nám.;Dolní Maršov;32005;Krupka
11;25;25920;L;1;3;II/121;;Blatná;Buzice;118;Strakonice
11;25;45046;L;7;0;;;II/570 Hnìvotín;D46 Prostìjov;28507;Olomouc
11;25;39371;L;5;0;;Dyleòská;Šeøíková;nám. Prokopa Holého;30992;Cheb
11;25;21031;L;1;4;III/25837;;Trmice;Hostovice;136;Ústí nad Labem
11;25;20121;L;5;0;;Kafkova;Zolova;I. P. Pavlova;28507;Olomouc
11;25;23775;L;1;4;III/2857;;Holohlavy;Hustíøany;87;Královéhradeckı kraj
11;25;41839;L;5;0;;Albrechtova;Dvoøákova;Švermova;34151;Vyškov
11;25;1045;L;5;0;;Türkova;Chodov;Spoøilov;220;Praha 11
11;25;9465;L;1;3;II/483;;Hodslavice;Frıdlant nad Ostravicí;93;Moravskoslezskı kraj
11;25;15138;L;1;4;III/19854;;Mlınec;Bor;31356;Bor
11;25;44746;L;7;0;;;D0 Brno;nákupní zóna;197;Praha 20
11;25;50886;L;7;0;;;I/63 Teplice;Malhostice;32016;Rtynì nad Bílinou
11;25;5121;L;5;0;;Novohradská;Nové Hodìjovice;centrum;30084;Èeské Budìjovice
11;25;51555;L;7;0;;;I/56 Bohumín;Obchodní zóna;31014;Ostrava
11;25;9760;L;5;0;;Slezská;centrum;Dobrá;34583;Frıdek-Místek
11;25;9476;L;1;3;II/495;;Moravskı Písek;Brumov Bylnice;10;Èesko
11;25;43103;L;5;0;;Prùmyslová;Svatováclavská;tø. M. Malinovského;34075;Uherské Hradištì
11;25;36638;L;1;4;III/04724;;Pøerov-Pøedmostí;Prosenice (silnice è.47);165;Pøerov
11;25;38791;L;5;0;;Textilákù;Billa;Ellerova;30671;Strakonice
11;25;21132;L;5;0;;Nebušická;Tuchomìøická;Horomìøická;31010;Hl. m. Praha
11;25;15165;L;1;4;III/18033;;Dobøany;Horní Lukavice;123;Plzeò-jih
11;25;54354;L;5;0;;Školní;Fügnerova;Husova;30396;Humpolec
11;25;39429;L;5;0;;Boeny Nìmcové;Sokolovská;Jednoty;31311;Sokolov
11;25;36359;L;1;4;III/23634a;;Kladno;Libušín;103;Kladno
11;25;54197;L;5;0;;Dukelská;Nemocnièní;Mohelnická;28557;Unièov
11;25;41041;L;5;0;;Prokopa Holého;ikova;Koneèná;32056;Havlíèkùv Brod
11;25;38679;L;5;0;;Otakara Jeremiáše;Táborská;Obchodní;30519;Písek
11;25;51325;L;7;0;;;I/38 Znojmo;II/523 Jihlava-centrum;33640;Jihlava
11;25;46221;L;1;4;III/12221;;Jaderná elektrárna Temelín;Hluboká nad Vltavou;113;Èeské Budìjovice
11;25;15396;L;1;4;III/3515;;Rybné;Jersín;151;Jihlava
11;25;41389;L;5;0;;Okruní;Komenského;1. máje;34360;ïár nad Sázavou
11;25;9544;L;5;0;;Proskovická;Stará Bìlá;Vıškovice;31014;Ostrava
11;25;15024;L;5;0;;Semilská;Kbely;Miškovice;31010;Hl. m. Praha
11;25;24012;L;5;0;;Plzeòská;Kavalírka;Smíchov;206;Praha 5
11;25;40476;L;5;0;;Bezruèova;Školní nám.;Masarykova;32753;Rychnov nad Knìnou
11;25;43816;L;7;0;;;II/603 Ševìtín;D3 Èeské Budìjovice;29432;Drahotìšice
11;25;48544;L;1;4;III/1376;;Planá nad Lunicí;Lom;119;Tábor
11;25;42456;L;5;0;;Nádraní;Stolièkova;Hulínská;33781;Kromìøí
11;25;45089;L;7;0;;;D35 Ostrava;I/55 Olomouc-Holice;28559;Velkı Tınec
11;25;15130;L;1;4;III/4289;;Dìtkovice;Koválovice;10;Èesko
11;25;37418;L;1;4;III/14141;;Volary;Èeské leby;117;Prachatice
11;25;45972;L;1;4;III/46433;;Novı Jièín;Pøíbor;174;Novı Jièín
11;25;54661;L;7;0;;;D55 Pøerov;I/54 Bzenec;33564;Bzenec
11;25;9453;L;1;3;II/470;;Ostrava;Orlová;93;Moravskoslezskı kraj
11;25;46078;L;7;0;;;D48 Brno;I/57 Novı Jièín;30972;Šenov u Nového Jièína
11;25;43862;L;7;0;;;D3 Praha;I/3 Mìšice;30760;Tábor
11;25;9209;L;1;3;II/273;;Mìlník;Doksy;10;Èesko
11;25;51002;L;7;0;;;I/35 Turnov;II/278 Hodkovice nad Mohelkou;31673;Hodkovice nad Mohelkou
11;25;42409;L;5;0;;Spáèilova;Obvodová;Tovaèovského;33781;Kromìøí
11;25;52435;L;5;0;;Šafaøíkova;Vsetínská;Hrachovec;30163;Valašské Meziøíèí
11;25;39711;L;5;0;;Alfonse Muchy;Vinohradská;Zadní Vinohrady;31568;Chomutov
11;25;45191;L;7;0;;;D48 Frıdek-Místek;I/58 Ostrava;34743;Pøíbor
11;25;38426;L;5;0;;Bradského;Plzeòská;Huøvinská;29967;Rakovník
11;25;44466;L;7;0;;;Støedokluky;D7 Chomutov;29781;Støedokluky
11;25;21158;L;5;0;;rampa-Jiní spojka;Modøanská;Jiní spojka;213;Praha 4
11;25;24604;L;5;0;;Labská;Dunajská;Pod nemocnicí;264;Brno-Starı Lískovec
11;25;44128;L;7;0;;;Beroun-západ;D5 Praha;29157;Králùv Dvùr
11;25;9903;L;5;0;;alanského;Engelmüllerova;Slánská;202;Praha 17
11;25;45866;L;5;0;;Jiní tangenta-Èeské Budìjovice;Boršov nad Vltavou;D3;113;Èeské Budìjovice
11;25;9941;L;5;0;;ernosecká;Ústecká;Ïáblická;185;Praha 8
11;25;15111;L;1;4;III/0476;;Slavkov u Brna;Rousínov;160;Vyškov
11;25;44282;L;7;0;;;II/209 Nové Sedlo;D6 Karlovy Vary;31340;Nové Sedlo
11;25;52076;L;7;0;;;Vršovice;Türkova;220;Praha 11
11;25;26929;L;1;4;III/4787;;Stará Ves nad Ondøejnicí;Stará Bìlá;176;Ostrava-mìsto
11;25;40607;L;5;0;;Kryblická;Jiøího Wolkera;U Pramene;33003;Trutnov
11;25;44190;L;7;0;;;D0 Chomutov;D5 Plzeò;209;Praha 13
11;25;15235;L;1;4;III/00522;;elezná;Vrá;102;Beroun
11;25;48273;L;1;4;III/3245;;Dymokury;Mìstec Králové;108;Nymburk
11;25;20269;L;5;0;;Trnitá;Zvonaøka;Úzká;255;Brno-støed
11;25;53891;L;5;0;;Prokopa Velikého;V Peklovcích;Litomyšlská;33166;Vysoké Mıto
11;25;54063;L;5;0;;B. Egermanna;Okrouhlá;Liberecká;31457;Novı Bor
11;25;45375;L;7;0;;;Hrabová-prùm. zóna;D56 Ostrava;31014;Ostrava
11;25;53076;L;5;0;;Habrmanova;Nové nám.;Na Trubech;33087;Èeská Tøebová
11;25;53622;L;5;0;;Krabèická;Prokopova;Krabèice;31822;Roudnice nad Labem
11;25;5033;L;5;0;;Vráská;Horymírovo nám.;Radotínská;228;Praha 16
11;25;41786;L;2;2;;Masarykovo nám.;;;33558;Hodonín
11;25;39345;L;5;0;;ikova;Riegerova;OC Pivovar;30992;Cheb
11;25;40743;L;5;0;;U Stadionu;Na Barikádách;Hranièní;32885;Svitavy
11;25;54726;L;7;0;;;Kocourovec;D35 Olomouc;30797;Pøáslavice
11;25;15185;L;1;4;III/2341;;Dobøív;Lhota pod Radèem;125;Rokycany
11;25;44422;L;7;0;;;II/250 Bitozeves;D7 Praha;31865;Bitozeves
11;25;39452;L;5;0;;Køiíkova;Švabinského;Sokolovská;31311;Sokolov
11;25;47886;L;1;4;III/26313;;Èeská Kamenice;Chøibská;130;Dìèín
11;25;42829;L;5;0;;Husova;tø. Spojencù;Bochenkova;28563;Opava
11;25;21164;L;1;4;III/2226;;D6;Chodov;128;Karlovy Vary
11;25;24209;L;7;0;;;D1 Brno;D0 Plzeò;31757;Nupaky
11;25;45725;L;7;0;;;I/50 Uherské Hradištì;exit Staré Mìsto-jih;30668;Staré Mìsto
11;25;51943;L;7;0;;;I/8 Ústí nad Labem;Praha-Ïáblice;182;Praha-Ïáblice
11;25;50874;L;7;0;;;I/8 Cínovec;Teplice-centrum;31990;Teplice
11;25;9821;L;5;0;;Chrastavská;Sokolská;Valdštejnská;31657;Liberec
11;25;1173;L;1;3;II/131;;Opatov;Štoky;89;Vysoèina
11;25;35049;L;5;0;;Sakaøova;Bubeníkova;Vìry Junkové;31033;Pardubice
11;25;1030;L;5;0;;Lhotecká;Modøany;Lhotka;225;Praha 12
11;25;28476;L;5;0;;propojka D11/Náchodská;D11;Náchodská;31010;Hl. m. Praha
11;25;9559;L;1;4;III/10226;;D4;Dobøíš;111;Pøíbram
11;25;36439;L;1;4;III/33716;;Kutná Hora;Olšany;105;Kutná Hora
11;25;9001;L;5;0;;Divadelní;Masarykovo nábøeí;Smetanovo nábøeí;199;Praha 1
11;25;51389;L;7;0;;;Velká Bystøice;I/35 Hranice;28558;Velká Bystøice
11;25;51631;L;7;0;;;II/508 Mirošovice;I/3 Benešov;29671;Mirošovice
11;25;54560;L;5;0;;U Plovárny;Strakovská;Prokešova;32935;Litomyšl
11;25;5132;L;5;0;;Vrbenská;Dobrovodská;Hranièní;30084;Èeské Budìjovice
11;25;1075;L;5;0;;Na slupi;Nusle;Botanická zahrada;205;Praha 2
11;25;44688;L;7;0;;;D10 Turnov;Mladá Boleslav;29378;Mladá Boleslav
11;25;42282;L;5;0;;nábø. Dr. Edvarda Beneše;Trní;nábø. Rudolfa Lukaštíka;28648;Pøerov
11;25;15325;L;5;0;;Štychova;Pitkovice;Petrovice;31010;Hl. m. Praha
11;25;20112;L;5;0;;Ibsenova;Schweitzerova;Husitská;28507;Olomouc
11;25;35239;L;1;4;III/49015;;Kostelec;Lukov;170;Zlín
11;25;44122;L;7;0;;;D5 Praha;II/605 Bavorynì;29041;Zdice
11;25;48952;L;1;4;III/32246;;Boøice;Dašice;147;Pardubice
11;25;40653;L;5;0;;Na Rozhlednì;Strojaøù;Gorkého;32316;Chrudim
11;25;41477;L;5;0;;Fügnerova;Lidl;Bartošova;33175;Blansko
11;25;9740;L;5;0;;Brunclíkova;Sladkovského;Pøerovská;28507;Olomouc
11;25;45791;L;5;0;;Jiní;Pod Holım vrchem;Pøíèná;31409;Èeská Lípa
11;25;51337;L;7;0;;;I/38 Havlíèkùv Brod;Jihlava-centrum;33640;Jihlava
11;25;43191;L;7;0;;;D1 Praha;Prùhonice;29773;Prùhonice
11;25;38635;L;5;0;;Purkyòova;Sovova;Harantova;30519;Písek
11;25;40124;L;5;0;;Gagarinova;Trnovanská;Masarykova tø.;31990;Teplice
11;25;49740;L;1;4;III/37338;;Luká;Vojtìchov;91;Olomouckı kraj
11;25;9331;L;1;3;II/404;;Brtnice;Luka nad Jihlavou;151;Jihlava
11;25;15292;L;1;4;III/32736;;Levín;Chlumec nad Cidlinou;141;Hradec Králové
11;25;15397;L;1;4;III/34824;;Mìøín;Èerná;154;ïár nad Sázavou
11;25;20152;L;5;0;;Fügnerovo nábø.;Tyršovo nábø.;Havlíèkovo nábø.;33493;Zlín
11;25;46834;L;1;4;III/19824;;Beèov nad Teplou;Teplá;84;Karlovarskı kraj
11;25;40216;L;1;4;III/2891;;Semily-Jana iky;Semily-nám. Pavla Tigrida;32825;Semily
11;25;9937;L;5;0;;Dobronická;Libušská;K Libuši;31010;Hl. m. Praha
11;25;15277;L;1;4;III/32314;;Dobøenice;Syrovátka;141;Hradec Králové
11;25;27653;L;5;0;;Lipová;Masarykova;Havíøská;31012;Ústí nad Labem
11;25;48443;L;1;4;III/1056;;Neveklov;Kamennı Pøívoz;28869;Netvoøice
11;25;35649;L;5;0;;Rıchorská;Horská;Na Koneèné;33003;Trutnov
11;25;9161;L;1;3;II/221;;Eibenstock (D);Ostrov;128;Karlovy Vary
11;25;48284;L;1;4;III/32924;;Všechlapy;Vestec;108;Nymburk
11;25;21135;L;5;0;;Ruzyòská;Stochovská;Libocká;192;Praha 6
11;25;50950;L;7;0;;;Liberec-centrum;I/35 Turnov;31657;Liberec
11;25;45127;L;7;0;;;II/428 Drysice;D46 Brno;34162;Drysice
11;25;20223;L;5;0;;Praská silnice;Bochov;Drahovice;31027;Karlovy Vary
11;25;38924;L;5;0;;Hromádkova;Budìjovická;Komenského;30760;Tábor
11;25;39954;L;5;0;;Zdeòka Štìpánka;Pionırù;Lipová;31964;Most
11;25;35415;L;5;0;;Seifertova;ikova;Bratøí Èapkù;33640;Jihlava
11;25;43913;L;7;0;;;D4 Praha;Dobøíš-sever;29883;Mokrovraty
11;25;52725;L;5;0;;Jungmannova;Jana Švermy;5. kvìtna;31581;Kadaò
11;25;38065;L;5;0;;Pod Zámkem;Ès. armády;Huská;29045;Kladno
11;25;44558;L;7;0;;;I/63 Teplice;D8 Ústí nad Labem;32037;Øehlovice
11;25;45073;L;7;0;;;D35 Ostrava;II/435 Nemilany;28507;Olomouc
11;25;44326;L;7;0;;;II/237 Nové Strašecí;D6 Karlovy Vary;30018;Nové Strašecí
11;25;5221;L;5;0;;Znojemská;Stonaøov;centrum;33640;Jihlava
11;25;42836;L;5;0;;Purkyòova;Mìstskı høbitov;Olomoucká;28563;Opava
11;25;52482;L;5;0;;Okruní;Drátovenská;Ès. armády;34674;Bohumín
11;25;53715;L;1;4;III/25349;;Teplice;Krupka;32005;Krupka
11;25;15287;L;1;4;III/3288;;Jestøabí Lhota;Dománovice;104;Kolín
11;25;39505;L;5;0;;Hankova;Dìlnická;Poštovní;31504;Dìèín
11;25;35316;L;5;0;;U sportovní haly;Dolní hejèínská;Lazecká;28507;Olomouc
11;25;34831;L;5;0;;Krymská;nám. Dr. M. Horákové;Charkovská;31027;Karlovy Vary
11;25;38937;L;5;0;;Valdenská;Purkyòova;Budovcova;30760;Tábor
11;25;15189;L;1;4;III/2342;;Mıto;Zbiroh;125;Rokycany
11;25;36245;L;1;4;III/01313;;Jirkov;Chomutov-Lipská;31568;Chomutov
11;25;44400;L;7;0;;;D7 Praha;II/568 Droukovice;31576;Droukovice
11;25;45501;L;7;0;;;D0 Mladá Boleslav;Hloubìtín;197;Praha 20
11;25;39067;L;5;0;;Vrbova;Benešova;Èapka Choda;30898;Domalice
11;25;39629;L;5;0;;Pionırù;nám. Dr. Beneše;Kochova;31568;Chomutov
11;25;9319;L;1;3;II/390;;Drahonín;Nedvìdice;55;Jihovıchod
11;25;50593;L;1;4;III/36746;;Otrokovice;Bìlov;170;Zlín
11;25;46699;L;1;4;III/19342;;Stod;Honezovice;123;Plzeò-jih
11;25;39445;L;5;0;;Slovenská;Bratislavská;Jednoty;31311;Sokolov
11;25;15038;L;5;0;;Litomìøická;Vysoèanská;Teplická;194;Praha 9
11;25;51455;L;7;0;;;I/11 Opava;Velká Polom;28639;Velká Polom
11;25;39842;L;1;4;III/2463;;Louny;Bøezno;133;Louny
11;25;40851;L;5;0;;Lochmanova;Královéhradecká;Smetanova;33079;Ústí nad Orlicí
11;25;54203;L;5;0;;Pivovarská;Masarykovo nám.;Brníèská;28557;Unièov
11;25;50872;L;7;0;;;Teplice-centrum;I/8 Cínovec;31990;Teplice
11;25;47873;L;1;4;III/25854;;Dìèín;Jetøichovice;130;Dìèín
11;25;27331;L;1;4;III/18015;;Èervenı Hrádek;Dıšina;122;Plzeò-mìsto
11;25;25373;L;1;3;II/607;pøivadìè Spoøice;Chomutov;dálnice;31605;Spoøice
11;25;38368;L;5;0;;Podbrdská;Jana Drdy;Karla Kryla;29798;Pøíbram
11;25;52592;L;5;0;;Hošálkovo nám.;nám. Svobody;ikova;31960;atec
11;25;20053;L;5;0;;Mongolská;Polská;Sjízdná;31014;Ostrava
11;25;44210;L;7;0;;;D6 Karlovy Vary;II/214 Cheb-centrum;30992;Cheb
11;25;42316;L;1;4;III/36914;;Šumperk;Hanušovice;166;Šumperk
11;25;46496;L;1;4;III/12238;;Netolice;Èeské Budìjovice;113;Èeské Budìjovice
11;25;9830;L;5;0;;Na ikovì;Dobiášova;Horní Kopeèná;31657;Liberec
11;25;51245;L;7;0;;;I/37 Pardubice;Stéblová;32683;Hrobice
11;25;51419;L;7;0;;;I/57 Vsetín;Semetín;29965;Vsetín
11;25;38284;L;5;0;;Komenského;Boleslavská tø.;Maršála Konìva;29536;Nymburk
11;25;23827;L;5;0;;1. máje;nám. Republiky;ikovo nám.;28507;Olomouc
11;25;47146;L;1;4;III/10238;;Kostelec nad Vltavou;Pøedboøice;116;Písek
11;25;43786;L;7;0;;;I/34 Èeské Budìjovice;D3 Kaplice;29412;Hùry
11;25;41454;L;1;4;III/37435;;Blansko;Rájec-Jestøebí;155;Blansko
11;25;9085;L;1;2;I/19;;Havlíèkùv Brod;Boskovice;55;Jihovıchod
11;25;47996;L;1;4;III/0133;;Horní Jiøetín;Litvínov;134;Most
11;25;9605;L;5;0;;Školní;Beethovenova;Lipská;31568;Chomutov
11;25;442;L;5;0;;Jeèná;Resslova;Legerova;205;Praha 2
11;25;20076;L;5;0;;Pøemyslovcù;1. máje;Grmelova;31014;Ostrava
11;25;51781;L;7;0;;;I/43 Svitavy;Øeèkovice;244;Brno-Øeèkovice a Mokrá Hora
