CID;TABCD;LCD;CLASS;TCD;STCD;ROADNUMBER;ROADNAME;FIRSTNAME;SECONDNAME;AREA_REF;AREA_NAME
11;25;43084;L;5;0;;Jiøího z Podìbrad;Svatoplukova;J. E. Purkynì;34075;Uherské Hradištì
11;25;51170;L;7;0;;;D5 Praha;II/605 Rokycany;31279;Ejpovice
11;25;40031;L;5;0;;Pod Koòskım vrchem;Sportovní;Františka Halase;31964;Most
11;25;45411;L;7;0;;;Oøech;D0 Brno;217;Praha-Øeporyje
11;25;39623;L;5;0;;28. øíjna;Farského;nám. Dr. Beneše;31568;Chomutov
11;25;40414;L;5;0;;Sokolovská;Nádraní;Mírová;32753;Rychnov nad Knìnou
11;25;40228;L;5;0;;Bavlnáøská;Jana iky;Jatecká;32825;Semily
11;25;43876;L;7;0;;;Chotoviny;D3 Praha;30802;Chotoviny
11;25;23981;L;1;4;III/13036;;Hoøice;Vojslovice;152;Pelhøimov
11;25;44138;L;7;0;;;D5 Praha;Beroun-centrum;28945;Beroun
11;25;9481;L;1;3;II/508;;Mirošovice;Stuhaøov;109;Praha-vıchod
11;25;47066;L;1;4;III/2333;;Pavlíkov;Lašovice;112;Rakovník
11;25;9132;L;1;3;II/192;;Bystøice nad Úhlavou;Louèim;83;Plzeòskı kraj
11;25;9664;L;5;0;;Praskı most;nám. Svobody;Mostecká;32194;Hradec Králové
11;25;54468;L;5;0;;Stoláøská;Národních muèedníkù;Chaloupky;33628;Veselí nad Moravou
11;25;5059;L;5;0;;Antala Staška;Zalenı pruh;Budìjovická;213;Praha 4
11;25;5174;L;5;0;;Hrubínova;Kunratická;Svobody;31657;Liberec
11;25;46718;L;1;4;III/0181;;Láz;Pøíbram;29867;Láz
11;25;38532;L;5;0;;9. kvìtna;Praská;Rezkova;30238;Jindøichùv Hradec
11;25;52180;L;5;0;;Hornosušská;Havíøov;Horní Suchá;173;Karviná
11;25;28181;L;5;0;;Trèkova;centrum;Polánky nad Dìdinou;32304;Tøebechovice pod Orebem
11;25;52116;L;7;0;;;Nusle;Praha-centrum;213;Praha 4
11;25;551;L;5;0;;Køenová;centrum;Èernovice;33294;Brno
11;25;331;L;1;2;I/12;;Praha;Kolín;81;Støedoèeskı kraj
11;25;51675;L;7;0;;;Bohunice;I/23 Praha;259;Brno-Novı Lískovec
11;25;15303;L;1;4;III/24511;;Kounice;Vykáò;108;Nymburk
11;25;44346;L;7;0;;;I/61 Kladno;D6 Praha;28680;Malé Pøítoèno
11;25;43784;L;7;0;;;exit 131 Úsilné;D3 Kaplice;29412;Hùry
11;25;15160;L;1;4;III/2033;;Tluèná;Vochov;124;Plzeò-sever
11;25;43507;L;7;0;;;D1 Brno;Kromìøí-vıchod;33834;Skaštice
11;25;38959;L;5;0;;Trní nám.;ikova;Pod Trním nám.;30760;Tábor
11;25;52880;L;5;0;;Rıdlova;Olivova;Smiøickıch;29694;Øíèany
11;25;38594;L;5;0;;Nádraní;Klášterská;Autobusové nádraí;30238;Jindøichùv Hradec
11;25;45727;L;7;0;;;exit Staré Mìsto-jih;D55 Pøerov;30668;Staré Mìsto
11;25;35125;L;5;0;;Kocanda;Na Valech;Okruní;33493;Zlín
11;25;579;L;1;3;II/380;;Hodonín;Brno;90;Jihomoravskı kraj
11;25;43804;L;7;0;;;II/146 Lhotice;D3 Praha;29427;Chotıèany
11;25;49457;L;1;4;III/36029;;Polièka;Sebranice;148;Svitavy
11;25;27324;L;5;0;;U Zahrádek;Rokycanská;Nákupní;31011;Plzeò
11;25;5176;L;5;0;;Horská;Staré Mìsto;Rudolfov;31657;Liberec
11;25;48877;L;1;4;III/33769;;Krupín;Lukavice;146;Chrudim
11;25;48525;L;1;4;III/12137;;Jistebnice;Sedlec-Prèice;10;Èesko
11;25;40838;L;5;0;;Tøebovská;centrum;Èeská Tøebová;33079;Ústí nad Orlicí
11;25;9537;L;5;0;;Èástkova;Motılí;Lobezská;31011;Plzeò
11;25;45107;L;7;0;;;II/437 Velkı Újezd;D35 Ostrava;35996;Kozlov
11;25;40447;L;5;0;;Strojnická;Dlouhá Ves;Sokolovská;32753;Rychnov nad Knìnou
11;25;475;L;5;0;;Spojovací;Horní Libeò;Jarov;31010;Hl. m. Praha
11;25;518;L;2;2;;nám. Míru;;;205;Praha 2
11;25;50948;L;7;0;;;I/35 Hrádek nad Nisou;Liberec-centrum;31657;Liberec
11;25;9057;L;5;0;;U Bruskıch kasáren;nábø. E. Beneše;Chotkova;199;Praha 1
11;25;50621;L;1;4;III/4222;;Buchlovice;Tupesy;168;Uherské Hradištì
11;25;21160;L;1;4;III/12253;;Hlenice;Dubné;82;Jihoèeskı kraj
11;25;9743;L;5;0;;Zolova;Jiní;OC Haná;28507;Olomouc
11;25;53703;L;5;0;;Dlouhá;Tylova;Vernéøovská;30993;Aš
11;25;44536;L;7;0;;;D8 Praha;I/15 Lovosice;31852;Vchynice
11;25;35397;L;5;0;;S. K. Neumanna;Lípová;Na Dolech;33640;Jihlava
11;25;9277;L;1;3;II/341;;Hrbokov u Chrudimi;Heømanùv Mìstec;146;Chrudim
11;25;35499;L;5;0;;Èechova;Doubská;Dr. Milady Horákové;31657;Liberec
11;25;43309;L;8;0;D1;;Vìtrnı Jeníkov;Velkı Beranov;33640;Jihlava
11;25;46876;L;1;4;III/21042;;Krajková;Kraslice;129;Sokolov
11;25;15327;L;5;0;;Formanská;Prùhonice;Chodov;10;Èesko
11;25;38090;L;5;0;;Dr. Foustky;Dlouhá;M. Horákové;29045;Kladno
11;25;424;L;5;0;;Bucharova;Jinonice;Motol;31010;Hl. m. Praha
11;25;46812;L;1;4;III/19837;;Chodová Planá;Mariánské Láznì;10;Èesko
11;25;1094;L;1;3;II/101;Praskı vnìjší okruh;Lahovice;Zbraslav;10;Èesko
11;25;9454;L;1;3;II/471;;Rychvald;Bohumín;173;Karviná
11;25;52944;L;5;0;;Smetáèkova;Studenìves;Slanı;29119;Slanı
11;25;40275;L;5;0;;Pøátelství;U Trištì;Pod Koeluhy;32463;Jièín
11;25;43521;L;7;0;;;D1 Brno;D55 Uherské Hradištì;33795;Hulín
11;25;36076;L;5;0;;Hrnèíøská;nám. Dr.Edvarda Beneše;5. kvìtna;31409;Èeská Lípa
11;25;9218;L;1;3;II/282;;Ktová;eleznı Brod;86;Libereckı kraj
11;25;45397;L;7;0;;;D0 Brno;Chrášany;209;Praha 13
11;25;21080;L;1;4;III/12010;;Øevnov;Borotín;30766;Borotín
11;25;35786;L;1;4;III/24815;;Jílové;Kristin Hrádek;31527;Jílové
11;25;52124;L;5;0;;Selská;Frıdecká;Lípová;31032;Havíøov
11;25;47114;L;1;4;III/11525;;Skuhrov;Liteò;28985;Liteò
11;25;43325;L;7;0;;;D1 Brno;II/353 Velkı Beranov;33678;Jamné
11;25;15269;L;1;4;III/3237;;Bukovka;Podùlšany;147;Pardubice
11;25;37476;L;1;4;III/30019;;acléø;Bernartice;145;Trutnov
11;25;38263;L;5;0;;Jiráskova;mjr. Frymla;Erbenova;29378;Mladá Boleslav
11;25;41001;L;5;0;;Šubrtova;Husova;Sídlištì Praská;32056;Havlíèkùv Brod
11;25;48535;L;1;4;III/1359;;Planá nad Lunicí;Vlastiboø;119;Tábor
11;25;26507;L;5;0;;Branišovská;Dolní Bøeany;Komoøany;10;Èesko
11;25;41942;L;5;0;;17. listopadu;el. stanice;Havlíèkova;34221;Znojmo
11;25;20165;L;5;0;;Botìická;Všeboøická;Sociální péèe;31012;Ústí nad Labem
11;25;20048;L;5;0;;Nad Porubkou;Vøesinská;Polanecká;31014;Ostrava
11;25;38606;L;5;0;;Tøebického;Arch. Teplého;Nádraní;30238;Jindøichùv Hradec
11;25;51184;L;7;0;;;Krašovice;I/20 Písek;30529;Èíová
11;25;51349;L;7;0;;;Jihlava-Pávov;I/38 Havlíèkùv Brod;33640;Jihlava
11;25;1190;L;1;3;II/148;;Lišov;Mláka;82;Jihoèeskı kraj
11;25;38540;L;5;0;;Václavská;Horní ïár;nábø. Ladislava Stehny;30238;Jindøichùv Hradec
11;25;49010;L;1;4;III/12858;;Nová Bystøice;Sedlo;115;Jindøichùv Hradec
11;25;9560;L;1;4;III/11628;;Nová Ves pod Pleší;Dobøíš;111;Pøíbram
11;25;9158;L;1;3;II/218;;Luby;Kraslice;84;Karlovarskı kraj
11;25;51094;L;7;0;;;Zbraslav-Banì;I/4 Strakonice;233;Praha-Zbraslav
11;25;50171;L;1;4;III/46810;;Dìtmarovice;Marklowice Górne (PL);173;Karviná
11;25;47327;L;1;4;III/0072;;Tuchomìøice;Letištì Václava Havla;110;Praha-západ
11;25;24213;L;7;0;;;D0 Mladá Boleslav;D1 Praha;31757;Nupaky
11;25;51375;L;7;0;;;Dìèín-centrum;I/13 Liberec;31504;Dìèín
11;25;27224;L;5;0;;Barvínková;Èernice;Koterov;31011;Plzeò
11;25;584;L;5;0;;Veslaøská;Pisárecká;Knínièská;33294;Brno
11;25;47708;L;1;4;III/27251;;Chrastava;Václavice;139;Liberec
11;25;47011;L;1;4;III/2062;;ihle;Kralovice;124;Plzeò-sever
11;25;1063;L;5;0;;Na padesátém;sídl. Zahradní Mìsto;sídl. Skalka;207;Praha 10
11;25;47118;L;1;4;III/11617;;Tobolka;Liteò;102;Beroun
11;25;39495;L;5;0;;Vilsnická;Ústecká;elenická;31504;Dìèín
11;25;51807;L;7;0;;;II/640 Svitavy;Královo Pole;248;Brno-Královo Pole
11;25;5108;L;5;0;;Mozartova;Komenského;Pod Stráí;31011;Plzeò
11;25;21074;L;1;4;III/00346;;Tábor;Hlasivo;119;Tábor
11;25;40407;L;1;4;III/3212;;Lipovka;Lokot;32753;Rychnov nad Knìnou
11;25;36947;L;1;4;III/4121;;Znojmo;Kuchaøovice;161;Znojmo
11;25;51883;L;7;0;;;MO Dejvice;Troja;191;Praha-Troja
11;25;43888;L;7;0;;;D4 Praha;II/118 Háje;34613;Háje
11;25;46938;L;1;4;III/2196;;Boí Dar;Potùèky;128;Karlovy Vary
11;25;5068;L;5;0;;Fügnerova;Anglické nábø.;Tyršova;31011;Plzeò
11;25;51613;L;7;0;;;I/48 Bielsko-Bia³a (PL);II/648 Èeskı Tìšín-jih;34664;Èeskı Tìšín
11;25;45854;L;1;4;III/04825h;;Pøíbor;Rychaltice;93;Moravskoslezskı kraj
11;25;9908;L;5;0;;Armády;Kováøova;Pod Hranicí;209;Praha 13
11;25;52040;L;7;0;;;MO Spoøilov;Štìrboholy;211;Praha-Štìrboholy
11;25;46051;L;7;0;;;Milín;D4 Praha;29880;Milín
11;25;51947;L;7;0;;;Prosek;Hloubìtín;194;Praha 9
11;25;15326;L;1;4;III/0037;;Rozkoš;Újezd;29773;Prùhonice
11;25;9538;L;5;0;;Horní;Interspar;centrum;31014;Ostrava
11;25;37432;L;1;4;III/1364;;Planá nad Lunicí;Choustník;119;Tábor
11;25;53136;L;5;0;;Vodárenská;Chloumecká;nám. Karla IV.;29304;Mìlník
11;25;53221;L;5;0;;Mostecká;itavská;Bratislavská;31559;Varnsdorf
11;25;35401;L;5;0;;Vrchlického;centrum;S. K. Neumanna;33640;Jihlava
11;25;37725;L;5;0;;J. Seiferta;silnice è.9;Nebeského;31409;Èeská Lípa
11;25;48692;L;1;4;III/3386;;Dolní Buèice;Semtìš;105;Kutná Hora
11;25;51931;L;7;0;;;Hloubìtín;Èakovice;182;Praha-Ïáblice
11;25;9495;L;1;3;II/634;;Èeské Budìjovice;Lišov;113;Èeské Budìjovice
11;25;352;L;1;2;I/33;;Hradec Králové;Kudowa-Zdrój (PL);87;Královéhradeckı kraj
11;25;9491;L;1;3;II/606;;Schirnding (D);Kynšperk nad Ohøí;127;Cheb
11;25;9113;L;1;3;II/172;;Strašín;Strakonice;52;Jihozápad
11;25;49890;L;1;4;III/44613;;Olomouc;Šternberk;163;Olomouc
11;25;38298;L;5;0;;V Kolonii;Ferdinanda Schulze;Dr. Antonína Dvoøáka;29536;Nymburk
11;25;42292;L;5;0;;Svépomoc III;Na Svépomoc;Na Hrázi;28648;Pøerov
11;25;53276;L;5;0;;Jenišovská;Jiní;Praská;31991;Bílina
11;25;23780;L;1;4;III/2858;;Habøina;Jaromìø;87;Královéhradeckı kraj
11;25;36176;L;1;4;III/03810;;Havlíèkùv Brod;Pøibyslav;150;Havlíèkùv Brod
11;25;15252;L;1;4;III/00516;;Rudná;Oøech;110;Praha-západ
11;25;9783;L;5;0;;Fišerova;Èeskoslovenské armády;Vrbická;31014;Ostrava
11;25;43259;L;7;0;;;D1 Brno;II/125 Psáøe;28891;Psáøe
11;25;35031;L;5;0;;Kunìtická;Studentská;Hradecká;31033;Pardubice
11;25;45407;L;7;0;;;D0 Plzeò;Stodùlky;29753;Jinoèany
11;25;51241;L;7;0;;;I/37 Hradec Králové;Staré Hradištì;31033;Pardubice
11;25;20109;L;5;0;;Štítného;Hnìvotínská;centrum;28507;Olomouc
11;25;20263;L;5;0;;Èernopolní;Milady Horákové;Erbenova;249;Brno-sever
11;25;41485;L;5;0;;9. kvìtna;Bartošova;Nad líbkem;33175;Blansko
11;25;35546;L;1;4;III/27250;;Machnín;Chrastava;139;Liberec
11;25;40697;L;5;0;;Malecká;Tovární;Topolská;32316;Chrudim
11;25;24652;L;5;0;;Houbalova;Sedláèkova;Masarova;250;Brno-Líšeò
11;25;26640;L;5;0;;Krokova;Lumírova;Èiklova;205;Praha 2
11;25;5131;L;5;0;;Hlinecká;Dobrovodská;Vrbenská;30084;Èeské Budìjovice
11;25;53184;L;5;0;;Karlova;Èeskoslovenskıch letcù;Západní;31559;Varnsdorf
11;25;25450;L;7;0;;;D2 Brno;D1 Ostrava;262;Brno-jih
11;25;9770;L;5;0;;Martinovská;Poruba;Plesná;31014;Ostrava
11;25;50764;L;7;0;;;Ervìnice;I/13 Chomutov;31964;Most
11;25;52746;L;5;0;;Golovinova;Nová kolonie;Chomutovská;31581;Kadaò
11;25;26890;L;1;4;III/4692;;Zátiší;Vøesina;176;Ostrava-mìsto
11;25;54657;L;7;0;;;D55 Bøeclav;I/54 Bzenec;33564;Bzenec
11;25;43943;L;7;0;;;D4 Strakonice;II/116 Mníšek pod Brdy;29881;Mníšek pod Brdy
11;25;1085;L;5;0;;Preslova;Smíchov;Malá Strana;206;Praha 5
11;25;37425;L;1;4;III/1631;;Nová Pec;Bliší Lhota;82;Jihoèeskı kraj
11;25;15146;L;1;4;III/2038;;Chotìšov;Dolní Sekyøany;83;Plzeòskı kraj
11;25;46132;L;1;4;III/00315;;elivec;Dolní Bøeany;81;Støedoèeskı kraj
11;25;9832;L;5;0;;Melantrichova;U Moèálu;Dr. Milady Horákové;31657;Liberec
11;25;37498;L;1;4;III/31816;;Rychnov nad Knìnou;Deštné v Orlickıch horách;144;Rychnov nad Knìnou
11;25;28102;L;5;0;;Vlèkovická;Plaèice;Kukleny;32194;Hradec Králové
11;25;54072;L;5;0;;Husova;Skalická;Na Svahu;31457;Novı Bor
11;25;9230;L;1;3;II/294;;Rokytnice nad Jizerou;Vítkovice;140;Semily
11;25;453;L;5;0;;Vrchlického;Plzeòská;Strahovskı tunel;206;Praha 5
11;25;54096;L;1;4;III/49012;;Holešov;opy;33792;Holešov
11;25;51515;L;7;0;;;II/647 Bohumín;I/11 Opava;31014;Ostrava
11;25;51373;L;7;0;;;Prùmyslová zóna;I/13 Teplice;31504;Dìèín
11;25;50351;L;1;4;III/43730;;Brusné;Bystøice pod Hostınem;167;Kromìøí
11;25;43850;L;7;0;;;D3 Èeské Budìjovice;II/409 Planá nad Lunicí;30838;Planá nad Lunicí
11;25;44032;L;7;0;;;D5 Rozvadov;I/26 Sulkov;31238;Línì
11;25;43241;L;7;0;;;II/109 Hvìzdonice;D1 Praha;28932;Vranov
11;25;5101;L;5;0;;U Nové Hospody;Univerzitní;Folmavská;31011;Plzeò
11;25;54378;L;5;0;;Horní nám.;Jana Zábrany;Hradská;30396;Humpolec
11;25;43691;L;7;0;;;II/422 Podivín;D2 Brno;33468;Podivín
11;25;43603;L;7;0;;;II/464 Butovice;D1 Brno;30326;Bílov
11;25;20009;L;5;0;;Ès. armády;Demokratické mládee;Teplého;31033;Pardubice
11;25;15193;L;1;4;III/11730;;Mirošov;Veselá;125;Rokycany
11;25;51437;L;7;0;;;Mokré Lazce;I/11 Ostrava;28611;Mokré Lazce
11;25;39788;L;5;0;;Revoluèní;Plešivecká;Bøezinova cesta;31723;Litomìøice
11;25;41470;L;5;0;;Masarykova;Svitavská;nám. Republiky;33175;Blansko
11;25;23946;L;1;4;III/4665;;Mokré Lazce;Ostrava;93;Moravskoslezskı kraj
11;25;51725;L;7;0;;;Královo Pole;I/42 Praha;252;Brno-abovøesky
11;25;9122;L;1;3;II/182;;Petrovice;Stod;83;Plzeòskı kraj
11;25;43713;L;7;0;;;D2 Bratislava (SK);II/152 Modøice;33344;Modøice
11;25;590;L;5;0;;Kunratická spojka;Libuš;Chodov;31010;Hl. m. Praha
11;25;51959;L;7;0;;;Hloubìtín;Kbely;194;Praha 9
11;25;28032;L;5;0;;Partyzánská;Svatováclavské nám.;silnice è.35;32194;Hradec Králové
11;25;46736;L;1;4;III/18054;;Mìsto Touškov;Pernarec;124;Plzeò-sever
11;25;51629;L;7;0;;;I/3 Praha;II/508 Mirošovice;29671;Mirošovice
11;25;44154;L;7;0;;;D5 Praha;Lodìnice;28986;Lodìnice
11;25;52811;L;1;4;III/4973;;Napajedla;Zlín;170;Zlín
11;25;47518;L;1;4;III/2746;;Libichov;Dobrovice;29404;Dobrovice
11;25;1139;L;5;0;;Purkyòova;centrum;Medlánky;248;Brno-Královo Pole
11;25;21054;L;1;4;III/24045;;Raèinìves;Straškov;31816;Raèinìves
11;25;15013;L;5;0;;Ke Klaudiánce;V rovinách;Pod Klaudiánkou;213;Praha 4
11;25;36657;L;1;4;III/1189;;Pøíbram;Kozièín;29798;Pøíbram
11;25;15053;L;1;4;III/4206;;Strachotín;Pouzdøany;158;Bøeclav
11;25;24130;L;1;2;I/11K;prùtah-Vamberk;Doudleby nad Orlicí;amberk;144;Rychnov nad Knìnou
11;25;35181;L;1;4;III/49026;;Uherskı Brod;Zlín;170;Zlín
11;25;9977;L;5;0;;U továren;Prùmyslová;Dolnomìcholupská;214;Praha 15
11;25;27252;L;5;0;;Brnìnská;Znojemská;Na Chmelnicích;31011;Plzeò
11;25;37408;L;1;4;III/16910;;Kvilda;Rejštejn;52;Jihozápad
11;25;20023;L;5;0;;Spojilská;Dašická;Lesní;31033;Pardubice
11;25;20287;L;5;0;;Holzova;Bedøichovická;Belcrediho;33294;Brno
11;25;24289;L;2;2;;Malı mìstskı okruh Brno;;;255;Brno-støed
11;25;44436;L;7;0;;;I/7 Chomutov;Knovíz;29081;Jemníky
11;25;49099;L;1;4;III/39614;;Drnholec;Ivaò;33465;Pasohlávky
11;25;39515;L;5;0;;Bìlská;Saská;Na Vıšinách;31504;Dìèín
11;25;38420;L;5;0;;Zátiší;Otılie Beníškové;V Lubnici;29967;Rakovník
11;25;27456;L;5;0;;M. Svobodové;Hlinská;Okruní;30084;Èeské Budìjovice
11;25;41092;L;5;0;;Pod Letištìm;Ing. Kašpara;Lipnická;32056;Havlíèkùv Brod
11;25;49016;L;1;4;III/1491;;Nová Bystøice;Nová Ves;30253;Èímìø
11;25;40379;L;5;0;;Smetanova;Purkyòova;Ovocná;32583;Náchod
11;25;27962;L;5;0;;Nádraní;Blaíèkovo nám.;Sladkovského;32194;Hradec Králové
11;25;44490;L;7;0;;;I/9 Neratovice;D8 Ústí nad Labem;34601;Sedlec
11;25;45443;L;7;0;;;D0 Plzeò;exit 10 Zbraslav;233;Praha-Zbraslav
11;25;43587;L;7;0;;;II/441 Odry;D1 Brno;32073;Mankovice
11;25;5058;L;5;0;;Zelenı pruh;Jasná;Antala Staška;213;Praha 4
11;25;42880;L;5;0;;Horní nám.;Mezi Trhy;U Jaktaøské brány;28563;Opava
11;25;23954;L;1;4;III/22127;;Ostrov-jih;Kyselka;128;Karlovy Vary
11;25;39648;L;5;0;;Podhorská;U Filipovıch rybníkù;Alešova;31568;Chomutov
11;25;15120;L;1;4;III/4284;;Medlovice;Ivanovice na Hané;160;Vyškov
11;25;48365;L;1;4;III/10813;;Kšely;Kluèov;104;Kolín
11;25;44972;L;7;0;;;D35 Olomouc;II/322 Dašice;32674;Dašice
11;25;28422;L;5;0;;Pavlovova;Vıškovická;Plzeòská;31014;Ostrava
11;25;42012;L;5;0;;Fuèíkova;Kaufland;Lipovská;29474;Jeseník
11;25;44654;L;7;0;;;II/272 Benátky nad Jizerou;D10 Praha;29382;Benátky nad Jizerou
11;25;41317;L;5;0;;Benešova;Myslbekova;C. Boudy;33941;Tøebíè
11;25;51313;L;7;0;;;II/603 Votice;I/19 Plzeò;30760;Tábor
11;25;41211;L;1;4;III/11244;;Pelhøimov;Horní Cerekev;152;Pelhøimov
11;25;43431;L;7;0;;;Brno-Slatina;D1 Praha;261;Brno-Slatina
11;25;9531;L;5;0;;Folmavská;Makro;Sukova;31011;Plzeò
11;25;5049;L;5;0;;V úvalu;Zahradníèkova;Weberova;206;Praha 5
11;25;26863;L;5;0;;Vlnitá;Karla Svobody;26. dubna;31014;Ostrava
11;25;43591;L;7;0;;;I/57 Hladké ivotice;D1 Ostrava;32180;Hladké ivotice
11;25;46450;L;1;4;III/1531;;Chlum u Tøebonì;Staòkov;115;Jindøichùv Hradec
11;25;37913;L;5;0;;Antuškova;Nová Praská;K Tuince;28790;Benešov
11;25;50956;L;7;0;;;Šumavská;I/35 Hrádek nad Nisou;31657;Liberec
11;25;39680;L;5;0;;Pod Lesem;Blatenská;Dobrovského;31568;Chomutov
11;25;52391;L;5;0;;Seifertova;Máchova;Dvoøákova;31977;Litvínov
11;25;45997;L;1;3;II/604H;;Milín;Háje;111;Pøíbram
11;25;20294;L;5;0;;Èestmírova;Nuselská;Rostislavova;213;Praha 4
11;25;15029;L;5;0;;K Verneráku;Kunratice;Chodov;31010;Hl. m. Praha
11;25;42304;L;5;0;;Telièkova;U Pošty;Sportovní;28648;Pøerov
11;25;51022;L;7;0;;;I/10 eleznı Brod;I/35 Jièín;32876;Turnov
11;25;41767;L;5;0;;Mìšanská;Dobrovolského;Herbenova;33558;Hodonín
11;25;38670;L;5;0;;Èechova;Svatotrojická;Jablonského;30519;Písek
11;25;41525;L;5;0;;Erbenova;9. kvìtna;Pod Sanatorkou;33175;Blansko
11;25;9295;L;1;3;II/359;;Zderaz;Litomyšl;88;Pardubickı kraj
11;25;44566;L;7;0;;;II/613 Trmice;D8 Petrovice;30925;Trmice
11;25;43689;L;7;0;;;D2 Bratislava (SK);II/422 Podivín;33468;Podivín
11;25;15229;L;1;4;III/11529;;Mìòany;Koledník;102;Beroun
11;25;53043;L;5;0;;Jaroslava Biliny;Podìbradova;Odbojáøù;33021;Dvùr Králové nad Labem
11;25;47157;L;1;4;III/10555;;Køenovice;Veselíèko;116;Písek
11;25;54361;L;5;0;;Nerudova;centrum;Horní Rápotice;30396;Humpolec
11;25;9310;L;1;3;II/376;;Boøitov;Kunštát;155;Blansko
11;25;47909;L;1;4;III/2657;;Brtníky;Rumburk;130;Dìèín
11;25;20252;L;5;0;;ilkova;Øeèkovice;Ivanovice;33294;Brno
11;25;43445;L;7;0;;;I/50 Holubice;D1 Brno;30675;Holubice
11;25;20258;L;5;0;;Francouzská;Milady Horákové;Cejl;249;Brno-sever
11;25;45423;L;7;0;;;Barrandov;D0 Brno;219;Praha-Slivenec
11;25;52683;L;5;0;;Lázeòská;Václava Havla;Øíèní;31581;Kadaò
11;25;41439;L;5;0;;Neumannova;ikova;Novomìstská;34360;ïár nad Sázavou
11;25;39765;L;1;4;III/24719;;Litomìøice;Èeøeništì;85;Ústeckı kraj
11;25;51213;L;7;0;;;I/20 Èeské Budìjovice;II/140 Raice;30519;Písek
11;25;1157;L;1;3;II/115;;Jince;Praha;10;Èesko
11;25;41852;L;5;0;;V Bròanech;U Jordánka;Køeèkovská;34151;Vyškov
11;25;21108;L;5;0;;Novopacká;Vysoèany;Brandıs nad Labem;31010;Hl. m. Praha
11;25;38513;L;5;0;;Pod Kaštany;Sídlištì Plešivec;5. kvìtna;30195;Èeskı Krumlov
11;25;46639;L;1;4;III/1959;;Mutìnín;Hostouò;120;Domalice
11;25;38676;L;5;0;;Tylova;Fügnerovo nám.;Komenského;30519;Písek
11;25;44294;L;7;0;;;I/20 Beèov nad Teplou;D6 Cheb;29626;Jenišov
11;25;34879;L;1;4;III/2088;;Stanovice;Kolová;128;Karlovy Vary
11;25;39418;L;5;0;;Dùl Max;D6;Vítìzná;31311;Sokolov
11;25;44382;L;7;0;;;D0 Chomutov;Øepy;29742;Hostivice
11;25;21056;L;1;4;III/24037;;Velvary;Straškov-Vodochody;10;Èesko
11;25;51102;L;7;0;;;Lipence;I/4 Strakonice;233;Praha-Zbraslav
11;25;53580;L;5;0;;Havlíèkova;Tøebízského;nám. Jana z Draic;31822;Roudnice nad Labem
11;25;9146;L;1;3;II/206;;Stvolny;ïár u Rakovníka;10;Èesko
11;25;52827;L;5;0;;Na Chmelnici;Tovární;28. øíjna;34138;Uherskı Brod
11;25;20297;L;5;0;;Petrohradská;U Seøadištì;Rostovská;207;Praha 10
11;25;47335;L;1;4;III/00715;;Kladno;Velké Èíèovice;81;Støedoèeskı kraj
11;25;52479;L;5;0;;Drátovenská;Bohumín-Pudlov;Okruní;34674;Bohumín
11;25;50634;L;7;0;;;I/6 Karlovy Vary;II/222 Chodov;31027;Karlovy Vary
11;25;38186;L;1;4;III/2766;;Hrdloøezy;Malá Bìlá;107;Mladá Boleslav
11;25;20306;L;5;0;;Permerova;Prvního pluku;Šaldova;185;Praha 8
11;25;9948;L;5;0;;Hviezdoslavova;Türkova;Vıstavní;220;Praha 11
11;25;52028;L;7;0;;;Strašnice;MO Hostivaø;207;Praha 10
11;25;38720;L;5;0;;Slovenská;nám. Pøátelství;Pivovarská;30602;Prachatice
11;25;9220;L;1;3;II/284;;Turnov;Jaromìø;54;Severovıchod
11;25;9561;L;1;2;I/6H;;Velká Dobrá;Pletenı Újezd;103;Kladno
11;25;40164;L;5;0;;Opavská;Verdunská;Bílinská;31990;Teplice
11;25;46974;L;1;4;III/22314;;Medìnec;Klášterec nad Ohøí;131;Chomutov
11;25;42301;L;5;0;;Kopaniny;Velká Dláka;Osmek;28648;Pøerov
11;25;53448;L;5;0;;Komenského;ikova;Sokolská;29937;Zábøeh
11;25;53910;L;5;0;;Rokycanova;V Peklovcích;Komenského;33166;Vysoké Mıto
11;25;15158;L;1;4;III/20312;;Lochousice;Heømanova Hu;124;Plzeò-sever
11;25;35089;L;1;4;III/32225;;Láznì Bohdaneè;Pardubice;147;Pardubice
11;25;9256;L;1;3;II/320;;Libel;Pøepychy;144;Rychnov nad Knìnou
11;25;52022;L;7;0;;;MO Hostivaø;Spoøilov;213;Praha 4
11;25;45091;L;7;0;;;D35 Ostrava;I/55 Pøerov;28559;Velkı Tınec
11;25;50804;L;7;0;;;I/13 Teplice;I/27 Plzeò;31985;Obrnice
11;25;45507;L;7;0;;;I/7 Praha;I/13 Chomutov;31605;Spoøice
11;25;50549;L;1;4;III/49714;;Uherskı Brod;Bílovice;168;Uherské Hradištì
11;25;27565;L;5;0;;Šumavská;Lidická tø.;B. Nìmcové;30084;Èeské Budìjovice
11;25;52418;L;5;0;;Pøíèní;Palackého;Králova;30163;Valašské Meziøíèí
11;25;25914;L;1;4;III/1602;;Frymburk;Romberk nad Vltavou;114;Èeskı Krumlov
11;25;48797;L;1;4;III/34413;;Kojetín;Rozsochatec;150;Havlíèkùv Brod
11;25;5133;L;5;0;;ikova tø.;Nádraní;centrum;30084;Èeské Budìjovice
